UniqueCount	AmbigCount
0	283
0	2168
9	1276
13	5776
48	1648
0	3870
51	659
105	161
42	2916
0	3810
0	1566
3	461
0	1539
0	1333
11	1438
187	165
144	286
67	2915
10	3736
2	667
3	3780
31	282
186	1
76	1
75	245
92	170
40	4733
0	5296
220	0
136	3606
120	288
20	7517
0	8727
0	8999
0	7850
0	9032
0	6944
48	361
0	913
37	1202
23	1285
0	3080
3	3319
0	2864
0	3245
0	3167
1	2878
10	5776
0	2143
0	1185
164	104
53	2798
0	480
1	2307
0	812
0	1373
0	1584
103	0
0	1905
0	1762
0	1149
15	1629
254	1781
0	1210
309	934
538	597
130	1361
558	764
1	9205
0	9146
0	2014
20	704
145	2887
94	554
132	3001
100	2763
61	2436
415	968
333	968
81	1966
0	2091
67	1890
0	280
5	3126
118	568
32	2340
82	151
16	3009
47	876
1138	130
114	130
38	1892
27	2699
0	3086
120	3284
45	2807
0	3086
335	4
0	109
238	220
135	264
132	0
108	0
26	5193
49	5217
51	5180
163	539
45	328
163	29
158	29
140	4963
49	2665
30	5540
35	5628
0	1024
22	742
376	14
15	482
0	519
539	899
2342	1287
40	860
47	4
126	455
227	1098
152	950
88	966
164	350
63	7
166	147
120	55
1018	1148
61	1147
88	841
41	688
154	348
200	0
154	4953
0	4499
0	4556
0	5010
304	4907
26	3501
1	4435
1018	135
159	135
115	26
1305	3700
68	502
0	3700
42	291
56	11
62	1175
144	1175
81	747
91	1039
2	2490
46	2254
185	662
568	2
48	83
185	61
89	212
34	708
84	769
28	706
24	719
55	795
124	823
343	248
1815	27494
444	27738
937	2618
0	9654
14	8157
0	8874
6	9485
37	8498
110	7434
0	7402
139	933
46	6327
178	3887
83	293
183	635
138	2536
56	855
216	0
233	12
112	0
1652	348
80	348
5277	19705
4086	15129
0	7136
95	5957
756	5680
327	3154
1630	0
0	4101
76	3850
82	827
0	8055
0	8117
2	8117
83	216
226	359
90	2823
304	1511
674	2305
8	2257
43	1992
91	2445
10	787
5	752
50	218
61	4076
0	4304
78	4166
238	3961
128	273
853	705
226	280
44	2320
318	952
33	2690
35	2837
27	2719
173	59
64	60
61	1074
87	765
143	908
108	105
217	762
0	247
186	679
0	4615
40	5001
83	4795
67	4499
0	4330
216	4400
22	3786
67	1223
144	4302
13	1666
47	1541
147	243
98	1906
71	18
207	19
85	19
168	33
43	5309
40	5310
52	0
8	878
9	862
48	664
161	534
40	323
281	131
0	6858
0	6799
0	7126
0	7393
27	6360
0	7423
0	7191
25	3831
286	0
372	0
495	0
222	0
429	0
410	0
56	0
260	0
135	0
189	0
286	0
160	0
291	0
102	0
141	0
186	0
276	0
198	0
79	0
132	0
191	0
112	0
89	0
135	0
65	0
80	0
115	0
73	0
152	0
198	0
270	0
167	0
324	0
548	0
57	0
154	5878
75	63
108	5839
148	3159
151	129
290	865
102	1090
813	6577
591	6373
816	358
1098	6201
0	4605
34	4269
104	4220
603	2213
279	28
77	971
4200	437
96	229
102	189
275	92
472	2
86	2
46	1025
89	934
65	968
191	7
3141	721
75	25
165	0
214	1799
123	291
0	4552
1	2999
2	3585
200	2651
4	3563
87	3739
208	56
133	920
541	3426
36	241
47	1717
783	705
120	278
29	500
52	555
95	924
47	1016
150	0
101	1238
1	2869
100	1892
93	767
83	1130
59	1370
46	740
54	12234
0	12158
0	5894
0	12007
0	12331
1	8311
46	410
349	24
32	534
0	3867
14	851
12	5147
550	2930
53	4341
395	2030
69	3440
113	0
41	42
6	1915
118	1745
76	881
34	856
41	701
76	773
98	1486
187	183
154	1651
278	404
41	404
18	119
0	2659
715	5008
0	4817
118	239
62	4307
54	1960
0	1464
0	1708
117	1170
0	814
54	5407
63	1341
100	721
82	1921
34	688
170	1807
52	403
106	801
176	922
90	922
150	0
1765	270
27	270
246	1810
198	579
30	1889
43	917
37	1846
436	0
170	104
88	1912
55	54
127	129
26	1689
37	368
92	475
139	0
171	47
107	14
307	2247
101	1904
0	2229
134	1872
10	7607
81	7568
84	7594
156	7313
166	3
141	0
96	47
347	815
391	3586
167	609
151	53
21	604
99	2025
34	1882
53	1593
186	4
185	891
219	771
312	120543
715	816
1307	50481
1122	75771
74	120715
4749	69539
709	663
0	96921
351	12756
653	61
1517	15
0	17239
336	12019
0	11157
0	13741
88	20369
1371	38370
0	27104
806	12623
0	25795
94	0
201	3043
86	4003
51	3845
0	4733
59	2990
12	1299
134	1925
1	3016
43	3051
66	2915
57	645
119	221
189	692
38	4621
0	3478
279	1178
150	4177
190	2986
48	199
73	847
244	530
0	924
218	4379
0	3139
124	4509
36	1726
67	370
228	72
26	1618
56	1662
292	125
75	1239
100	1400
195	251
279	0
110	0
20	12540
152	825
61	608
4806	15672
0	14091
79	13834
0	15316
0	14313
0	12215
0	13360
130	376
96	2569
0	9588
175	0
301	8568
247	1338
351	92
113	1505
100	1515
276	1
118	616
197	80
1	127
0	1434
58	1365
0	2197
0	1412
16	688
0	2175
61	660
57	77
43	238
62	287
590	748
104	872
62	111
70	94
235	80
86	111
36	321
47	0
53	198
11	916
54	877
94	937
733	1405
56	1399
6946	0
630	0
6	1911
0	1770
4	1152
61	1088
0	1229
0	1629
0	665
1	9303
0	9305
52	8832
3	9448
0	9248
32	2361
0	1239
97	1332
669	104
180	0
19	6379
0	6668
0	6480
146	6348
66	6677
53	6454
199	6346
16	6335
0	6446
109	6415
16	775
995	319
136	74
135	2470
45	2470
0	9574
14	8179
161	8166
59	2478
85	2429
82	207
116	3011
805	0
54	1228
158	0
79	439
247	139
28	34
75	0
163	0
978	0
79	138
282	4787
32	3512
22	4863
36	4643
486	2084
88	366
13	2677
58	2514
25	2608
35	2430
2	1751
