UniqueCount	AmbigCount
130	1055
35	1022
24	786
107	891
98	1870
81	88
152	1939
470	481
42	480
22	147
0	2717
355	4831
0	4839
46	191
27	4006
113	2093
0	1423
0	1851
65	1240
0	725
61	5699
51	1185
54	609
66	1974
34	670
255	1850
34	337
68	775
596	1387
101	1387
67	0
3555	233
13	233
186	1777
90	509
44	1885
50	886
35	1844
174	0
128	144
205	2490
41	46
113	156
28	2180
49	429
164	638
93	0
101	78
181	22
280	1808
49	1524
0	1789
92	1497
15	6016
86	5967
36	6010
195	5826
111	1
283	0
54	48
160	517
268	2719
172	493
194	26
20	530
57	1611
47	1472
41	1232
233	2
71	647
109	565
518	78546
1053	825
1021	32709
1524	50234
113	78826
1557	45686
739	669
0	57074
550	8765
2569	51
434	9
0	11521
349	8528
0	8011
0	9700
121	13772
869	24674
0	18404
461	8297
0	16483
237	0
207	3207
62	3996
42	3963
2	4977
49	3285
12	1441
111	2067
1	3373
69	3421
29	2889
154	795
46	239
205	765
6	3124
0	2355
202	724
58	2786
79	1845
130	238
71	549
88	266
0	633
105	2962
0	2104
108	3147
46	1126
69	254
89	33
27	1168
54	1238
158	91
38	941
212	1094
144	187
372	0
165	0
21	10895
218	754
19	450
3253	13676
0	13171
56	12027
0	13484
3	13378
0	10673
0	12365
88	282
66	2297
0	8299
146	0
112	7171
132	1190
359	77
31	1080
103	1112
184	0
100	648
81	53
7	57
0	1259
55	1226
0	1960
0	1209
18	624
0	1910
99	720
63	76
91	325
42	191
1332	1065
48	819
55	119
47	70
136	66
261	207
42	522
28	0
102	302
33	1286
38	1200
124	1302
680	2036
97	2028
6946	0
283	0
8	1762
0	1332
1	1358
8	611
0	628
0	1345
0	443
1	7917
0	7858
97	7538
3	8089
0	7843
64	2390
1	1399
25	1275
566	124
81	0
46	7404
0	7696
0	7498
215	7361
99	7701
67	7500
70	7351
26	7339
0	7450
71	7422
43	941
985	376
157	74
58	1737
44	1737
0	6795
22	6260
212	6245
69	1939
49	1760
68	137
56	1904
805	1
59	1006
47	0
132	385
613	209
25	41
112	0
122	0
977	0
67	208
401	6766
54	5084
65	6967
69	6577
448	3223
113	510
9	3390
27	3067
33	3296
49	3008
6	2242
7	2098
43	1065
49	1452
13	561
357	0
134	266
13	582
247	1047
54	923
185	482
94	567
421	0
95	197
1756	919
54	228
498	494
154	295
0	2713
21	2616
125	0
367	71
93	74
107	1016
114	913
41	1014
23	575
271	812
101	622
722	202
111	180
140	22
59	2274
125	2512
50	2511
24	2435
71	2435
243	0
469	739
323	2190
1414	2191
13	1298
494	0
69	4482
22	4481
190	4165
262	331
98	350
83	333
89	207
19	2073
29	1940
212	2072
1055	2300
12	2411
42	512
31	828
5	829
128	775
95	62
132	167
27	2304
110	13178
32	12683
0	8856
89	12482
0	21067
140	2312
48	4752
138	2174
29	7607
614	2259
618	21401
443	1303
0	21890
55	20842
250	368
66	3
128	18100
89	1602
150	1528
121	1745
138	4602
90	1373
44	1616
236	860
1256	2923
0	4666
704	4220
84	1131
83	1147
38	1201
49	928
149	0
42	433
130	470
96	23
163	526
37	526
77	8009
118	8788
113	12089
42	10163
0	9716
143	12302
41	9669
19	633
1	1855
1	10187
0	13613
3340	13062
96	47
46	5269
15	7114
89	5315
335	5682
17	6827
273	773
311	503
105	3208
11	2946
19	5772
1497	1216
10188	3334
198	3334
230	0
55	683
55	939
35	771
42	549
13	275
3	159
144	220
11	6686
143	5814
36	430
6	1711
1576	6205
104	179
152	146
35	5687
93	5199
45	2428
0	6126
13	6184
56	1601
81	942
0	11827
0	11780
5	12086
22	10752
0	12243
0	12578
0	12272
0	12393
18	3524
65	4609
34	2028
59	2073
3	2724
128	2647
68	1101
439	7
98	2428
39	2432
180	420
78	731
545	1197
40	492
71	842
68	761
75	691
619	12377
58	7988
3410	12854
81	12877
84	358
89	1708
240	862
37	3646
72	3857
133	4030
55	4070
111	4346
169	0
825	799
399	538
116	0
16	2833
346	3899
53	3153
23	2648
91	3634
27	2344
64	1769
42	1854
165	1843
150	1602
54	1072
22	1352
23	507
85	1061
45	175
4	468
26	504
19	334
133	162
49	216
96	1748
29	2351
59	2615
34	3205
0	3205
94	1004
74	2610
236	2231
180	233
0	507
75	2098
43	1141
21	2626
194	0
227	384
18	2854
17	2065
161	1442
86	531
105	399
56	233
709	135
4	514
104	48
164	3280
111	3624
0	3360
8	4155
0	4327
36	1134
186	137
354	2969
88	1565
80	1003
116	289
18	1470
120	457
67	1277
60	611
204	656
0	1187
89	576
54	659
99	592
14	585
92	625
464	0
47	2917
25	2368
51	832
145	917
43	1803
155	2926
1	1686
108	9
66	663
4911	3283
177	0
26	3283
59	3284
32	3282
3	3063
376	582
94	490
145	92
71	470
126	407
163	463
135	396
681	3984
2	3984
42	3511
0	5877
121	5092
1865	4896
105	238
85	1647
84	1348
31	4376
28	2070
11	1727
82	0
588	1051
312	329
137	1370
62	1370
28	1048
39	1370
212	2509
49	349
72	343
103	27
1085	27
303	1
70	356
463	2154
38	673
294	138
35	493
1229	121
346	1113
65	532
165	108
193	5940
22	1072
33	321
77	4779
45	5416
18	1303
96	97
12	1298
0	732
1133	101
50	0
139	4130
58	3300
102	0
233	377
169	64
18	2982
31	2941
115	252
0	1865
69	1759
120	36
83	437
460	0
0	58
211	133
92	82
237	2833
40	2833
66	4552
1248	5815
17	11990
63	13523
66	12534
82	13342
0	13838
0	12906
0	11991
0	10251
66	236
64	424
24	1114
38	239
87	898
20	405
16	10316
6	12873
360	12817
636	9159
33	10160
237	2028
47	637
160	0
101	11439
0	12579
63	10578
76	10459
142	713
93	317
82	22
74	124
0	10897
151	10320
0	10729
0	10152
100	2432
86	2504
154	1519
215	1981
168	2579
41	2057
161	357
32	361
31	4592
122	172
175	8014
81	8012
38	7965
63	980
0	8182
0	8206
65	7965
344	7343
115	6796
54	832
757	1731
286	308
16	372
13	372
82	150
204	510
85	444
173	408
247	0
15	5494
0	5582
306	5638
427	2947
26	4746
119	5073
256	5062
56	2564
43	155
23	928
4	2721
81	430
115	2546
383	451
263	710
179	2651
40	2347
235	2509
930	788
73	1016
15	656
960	2
160	168
77	2626
201	0
171	196
172	2572
88	18
420	0
173	94
116	840
11	188
9	11282
46	11284
64	11611
26	11258
321	92
52	10974
22	9748
23	11347
78	10936
15	11157
18	11061
26	10815
32	11369
72	10863
0	11575
67	10964
49	10723
38	10713
24	9746
21	10932
30	10793
16	11031
32	2434
29	9877
1468	8247
206	100
61	1756
78	2590
6	2639
25	2569
54	1021
10	829
113	401
107	878
25	880
1121	8
22	517
3	4750
225	4730
49	165
290	292
153	0
0	1890
165	565
26	386
155	97
96	46
39	844
37	10317
0	11528
0	11990
0	10333
7	11998
0	1141
212	2252
448	2638
0	1274
150	2316
106	1112
139	9
76	1984
31	1715
75	1382
70	1162
327	0
0	3373
1	4131
3	4063
0	3638
2	6884
4	2911
15	3277
0	3717
21	1435
73	2924
0	498
10	2116
88	1938
3	824
60	1594
0	2219
252	3541
150	0
49	437
176	149
33	351
739	597
41	597
264	2358
267	2358
32	2060
84	9005
0	9854
105	895
144	0
138	245
82	0
62	1434
234	2082
54	238
82	1374
31	1090
0	1974
20	1182
60	9415
34	2294
78	2053
203	1456
205	210
6	1926
111	1954
19	2228
620	2204
53	425
101	3886
181	736
172	238
282	0
41	3559
34	3138
75	8660
115	0
45	253
46	7344
13	7349
91	630
122	8558
44	8193
32	1959
176	3
60	598
45	1959
130	687
0	4893
48	3243
212	449
1128	2443
175	425
264	569
48	6587
76	5051
82	184
166	121
505	5017
19	1138
0	1092
44	980
122	1030
75	490
0	3502
13	2201
99	168
24	299
30	2754
3	466
82	292
1	4722
558	358
441	1181
282	2475
28	2415
0	1339
15	1872
0	3255
0	1638
396	468
49	263
44	1146
496	920
119	11
570	0
1	1692
1202	4682
446	4402
0	3947
127	328
204	1052
0	1247
70	622
347	2481
427	1817
190	1855
57	876
4	1333
1	4190
174	4303
55	881
383	5218
0	46
104	648
314	5703
0	4342
45	963
0	3298
0	3672
67	1253
362	1413
43	610
83	1191
1317	1207
81	1791
0	1625
155	105
122	63212
98	2780
806	63209
1573	54846
477	57387
133	56482
148	16550
446	5937
1584	0
0	3059
3	3059
49	2280
78	1483
436	0
309	25
75	25
232	0
269	824
247	607
156	35
414	0
226	324
394	125
263	0
427	221
80	45
85	176
544	245
296	0
201	0
98	0
266	0
105	0
262	0
51	0
221	2056
483	1716
29	799
102	847
76	422
15	505
102	208
79	271
384	150
22	157
68	0
908	0
87	1595
14	1784
77	1731
36	1673
156	1
90	105
86	2690
54	3111
134	2695
83	264
312	36
81	130
66	44
19	4963
12	8600
20	8602
49	7164
563	8136
76	8644
78	9203
24	8393
0	9160
151	888
0	2592
96	171
71	1218
93	1142
29	955
74	546
93	364
122	318
24	502
59	40
33	129
102	89
141	342
56	127
65	964
15	1129
102	348
161	742
90	322
985	293
8464	1691
0	104691
569	100766
0	103827
0	104691
1276	72148
0	110439
293	11024
364	517
0	460
0	96241
0	102374
1281	420
851	638
100	3975
772	5069
0	5249
0	5150
302	4850
0	3711
13	331
1	591
1	369
146	825
78	1314
91	915
20	750
107	524
131	7700
66	7954
312	7954
48	5298
84	399
47	935
514	1503
1807	829
44	2475
232	0
34	1845
99	138
300	2699
69	2119
112	2123
14	621
0	716
424	0
163	106
130	0
208	4006
142	0
407	17
122	764
29	566
60	676
91	167
47	267
302	24
160	3482
4	3991
32	3607
0	2433
143	0
303	279
43	0
52	3152
0	1934
45	1036
47	500
68	3256
33	2463
104	0
180	0
113	594
29	2394
17	991
226	3418
0	4311
94	558
33	4278
60	3819
55	0
165	121
120	481
21	104
240	1107
140	2738
53	3152
57	3118
62	178
0	3383
60	2873
140	594
134	86
76	0
109	0
77	982
855	982
93	3481
92	1008
162	5124
137	257
14	4935
2	2519
125	3222
60	0
0	1326
19	1007
124	251
1	6128
53	3407
137	4275
458	4246
38	6129
7	738
126	182
125	6
108	159
47	1
7	1053
0	726
85	397
0	1324
107	550
43	127
72	950
62	966
92	1054
123	2091
85	1528
66	4921
0	5661
598	3811
56	4722
54	1163
261	2654
190	2701
100	6341
302	1038
137	6157
89	693
57	574
45	279
52	405
207	0
116	9628
36	4896
33	4346
0	4848
35	9861
23	3146
96	3395
228	857
652	1119
629	429
186	3516
59	3463
30	338
176	295
163	73
162	5026
83	4495
73	4395
0	5235
78	2680
210	4966
154	2626
0	2795
81	4550
73	2752
65	2564
1	2944
63	1263
64	672
101	199
690	1933
