gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160179	9340.093072839652	-0.10534885016790198	0.15422262688406005	-0.6830959392690159	0.4945462212107224	0.9792337706593559
ENSG00000205758	8250.667198629551	0.1010565818580868	0.14805393903066577	0.6825659791270761	0.4948811377557672	0.9792337706593559
ENSG00000160185	4836.074431868559	-0.11230726502842578	0.16730464445945134	-0.6712740425783281	0.5020459675775129	0.9792337706593559
ENSG00000206104	104.1872940122581	-0.4091464354850071	0.6142241097083556	-0.6661191396073284	0.5053349517822832	0.9792337706593559
ENSG00000159131	9118.693124429834	-0.10803721037944312	0.16707667856961705	-0.6466325001452939	0.5178698186211018	0.9792337706593559
ENSG00000160182	170.9144924789279	-0.3031042133443599	0.47382852138881537	-0.6396917865052659	0.5223729962995505	0.9792337706593559
ENSG00000180530	7971.143702729885	-0.11763433123490602	0.1851587862004542	-0.6353159558280657	0.5252223692473522	0.9792337706593559
ENSG00000142166	2448.5821052131005	-0.1985740499245209	0.31416964651580215	-0.6320599463593725	0.5273477065693353	0.9792337706593559
ENSG00000156253	3574.764904410348	-0.10226572260546954	0.16708831384720346	-0.612045930985862	0.5405073691143816	0.9792337706593559
ENSG00000160208	3118.1141576596924	0.13100750505562697	0.2140590989388341	0.6120155868406297	0.5405274450409273	0.9792337706593559
ENSG00000154642	3501.2144171130008	0.10500461942104372	0.17356274799872753	0.6049951422860254	0.5451822243850661	0.9792337706593559
ENSG00000184032	112.86879630098228	0.31260583756622456	0.5232370535911863	0.5974459098809708	0.5502097098948797	0.9792337706593559
ENSG00000278961	1614.659636203769	-0.13527563029637513	0.22817183868868068	-0.5928673366258234	0.5532699390896991	0.9792337706593559
ENSG00000160305	13753.35977759382	-0.09579730184339537	0.16200068858951985	-0.5913388558867687	0.5542933998707327	0.9792337706593559
ENSG00000205927	2300.0498744897714	-0.1312603659455238	0.22270904748316536	-0.5893804828716974	0.5556060660336729	0.9792337706593559
ENSG00000160299	9010.294707469558	-0.08411689047941047	0.14454528056952232	-0.5819414521732001	0.5606061180012764	0.9792337706593559
ENSG00000183255	3210.7099167170013	-0.107020857681232	0.18484723681689147	-0.5789692046478693	0.5626099525480168	0.9792337706593559
ENSG00000265590	597.586207344919	-0.18574511772920987	0.33802242309411945	-0.549505313964011	0.5826587187972414	0.9792337706593559
ENSG00000157617	9990.306580744173	-0.10853410566764704	0.19804782791313583	-0.5480196718706267	0.5836783953900939	0.9792337706593559
ENSG00000160201	6495.444475349829	-0.08827889563222996	0.16316470553317544	-0.5410416140167069	0.5884789000177135	0.9792337706593559
ENSG00000206106	77.55148010679974	-0.3046892237730554	0.579738012730925	-0.5255636461335018	0.5991914210001672	0.9792337706593559
ENSG00000159110	5278.833760607364	-0.09429363640753509	0.18009182111331876	-0.52358644509571	0.6005662113785063	0.9792337706593559
ENSG00000241837	2401.1391612781745	0.12441003382546724	0.23898163735465594	0.5205840716575182	0.6026565477317036	0.9792337706593559
ENSG00000205726	25205.118053916587	0.0736306988386261	0.141784893037974	0.5193127226812924	0.6035426826633751	0.9792337706593559
ENSG00000157538	7568.661383371035	0.0763476790477676	0.1477373785909532	0.5167797058262058	0.6053099483404325	0.9792337706593559
ENSG00000274749	261.98774851341085	-0.23454289159244399	0.4678177379770042	-0.5013552769646649	0.6161211089486083	0.9792337706593559
ENSG00000241945	2876.5477439918386	-0.09530560616656177	0.19047035541381224	-0.5003697607404713	0.6168147416523001	0.9792337706593559
ENSG00000160202	1377.0466045565265	-0.12496593518032491	0.25044126512904524	-0.49898300552001096	0.6177913564138509	0.9792337706593559
ENSG00000274276	5659.858096192103	-0.0833915294415128	0.16769494071910893	-0.4972811289590104	0.6189908174028875	0.9792337706593559
ENSG00000187026	151.04528688264674	0.26321827498187195	0.5296101103015236	0.49700387107793986	0.6191863215054093	0.9792337706593559
ENSG00000244624	100.66883627159316	0.290711072949701	0.5859653323135395	0.4961233317368795	0.6198073987894837	0.9792337706593559
ENSG00000186970	207.18087615781752	-0.20959220895585318	0.42617269762050597	-0.49180111754246814	0.6228599464337338	0.9792337706593559
ENSG00000142207	2979.262979012996	0.11865480690545632	0.2414935700184814	0.4913373341425849	0.6231878783850302	0.9792337706593559
ENSG00000160194	3077.6481489819544	-0.10712765804765473	0.22560369223955382	-0.4748488687583307	0.6348946981708485	0.9792337706593559
ENSG00000231068	92.1278405258331	-0.28934265240919854	0.6366476045345472	-0.45447850639560144	0.6494844585484936	0.9792337706593559
ENSG00000198390	202.22253217973207	0.18965990861599608	0.41866940434423816	0.4530063736399854	0.6505441520090957	0.9792337706593559
ENSG00000160190	4047.4951010738246	0.09532190079262437	0.21166299211260645	0.45034750686087033	0.6524598889858145	0.9792337706593559
ENSG00000159261	2807.856837325103	0.09044927713269912	0.20290732723233693	0.4457664410961913	0.6557659653350634	0.9792337706593559
ENSG00000186930	125.05453869851056	-0.23700104430992264	0.5346608924457641	-0.44327357332192385	0.6575678680771337	0.9792337706593559
ENSG00000186925	108.52409653508568	0.23402603594533417	0.5293529678288533	0.44209827878210334	0.6584180898747942	0.9792337706593559
ENSG00000166351	1236.3414929260925	-0.11434631644198848	0.25878641303384925	-0.44185595024663055	0.6585934481469491	0.9792337706593559
ENSG00000183067	1148.0460479174726	0.11331041800419737	0.2574862284652567	0.4400639936340776	0.6598907593194333	0.9792337706593559
ENSG00000212933	167.11878279795272	0.25976939608263344	0.5930867427476841	0.43799562080777565	0.661389457934459	0.9792337706593559
ENSG00000159140	16606.59308557011	0.06261842133776815	0.1433689688166973	0.4367641188647189	0.6622824233183984	0.9792337706593559
ENSG00000187766	332.4944074868744	0.21547836185922517	0.5057855318002201	0.4260271366250485	0.6700880723809651	0.9792337706593559
ENSG00000186971	230.81103946180798	0.17596839711802853	0.41349646999155465	0.42556202988050307	0.6704270130463904	0.9792337706593559
ENSG00000157557	3328.961445426397	-0.1038587529714959	0.24654386142267193	-0.4212587260221485	0.6735661656964586	0.9792337706593559
ENSG00000187005	182.7085834840147	0.20548969319991273	0.49279158422165664	0.4169910765105191	0.6766849347516556	0.9792337706593559
ENSG00000276289	2772.5662238571567	-0.07744603402541682	0.1917623513223842	-0.40386464543927725	0.6863122558043144	0.9792337706593559
ENSG00000232263	117.78248688839298	-0.2049507913584068	0.5096140676495546	-0.40216862988826463	0.6875599273470652	0.9792337706593559
ENSG00000142197	4448.461090652186	0.07018125937980084	0.17453795156685464	0.40209741634855134	0.6876123341352207	0.9792337706593559
ENSG00000157540	22886.17706364426	-0.058213084051027555	0.1458114449410266	-0.3992353554590438	0.6897197943662616	0.9792337706593559
ENSG00000142188	4106.4756766806295	0.06391539634364739	0.16302636009598603	0.39205559337775514	0.6950171375627232	0.9792337706593559
ENSG00000183036	823.439242162313	-0.11370302380110757	0.2912708448446703	-0.3903687094454765	0.6962639223571647	0.9792337706593559
ENSG00000160180	917.645042242203	0.0935386369238489	0.24372172577601203	0.3837927727863451	0.7011320451097878	0.9792337706593559
ENSG00000156261	4555.167099724533	-0.0678331202044304	0.18150304945507845	-0.3737299202855483	0.7086052625992486	0.9792337706593559
ENSG00000243927	3142.6161516000343	-0.06219218756369102	0.16758808351924212	-0.37110149037864165	0.710561941005569	0.9792337706593559
ENSG00000156273	6085.731610027736	0.06300052554581595	0.1725475506993662	0.365119790402492	0.7150219886172482	0.9792337706593559
ENSG00000170262	1184.8944331090493	-0.08254270687734609	0.23295636914552936	-0.3543268946889412	0.7230939144404198	0.9792337706593559
ENSG00000159231	292.5743407756619	-0.14082426427405467	0.3977005362284094	-0.3540962393703582	0.7232667602973908	0.9792337706593559
ENSG00000160193	3159.3523069509542	-0.06479987066463562	0.18719355906214374	-0.3461650656640575	0.7292186671272722	0.9792337706593559
ENSG00000276076	1028.1089758496341	0.08700195329852888	0.25522453024168507	0.3408839785742472	0.7331909264768712	0.9792337706593559
ENSG00000249624	2192.666480411723	0.07947671445937704	0.23503977764285439	0.33814154887494324	0.7352565212089127	0.9792337706593559
ENSG00000160256	1164.5354423045242	-0.07698353424709312	0.2302326912615815	-0.334372733191167	0.7380983122448774	0.9792337706593559
ENSG00000154646	1733.5246063709797	0.07401247179103909	0.22469247592873268	0.3293945268310371	0.7418575041447819	0.9792337706593559
ENSG00000159212	2586.7112659477975	-0.0903980366383558	0.2809704187804708	-0.32173506745201547	0.7476534092248399	0.9792337706593559
ENSG00000182093	9950.46105690117	-0.05580287562660261	0.17832103249153666	-0.31293490648250416	0.7543301169587167	0.9792337706593559
ENSG00000197683	338.9424183691475	0.12061497775800988	0.38623906393620516	0.3122806288126562	0.7548272604285073	0.9792337706593559
ENSG00000205439	103.7828790399679	-0.1854271618182126	0.5986524907724032	-0.30974090090056705	0.7567579968790629	0.9792337706593559
ENSG00000159228	1998.4949380691912	-0.07425811309172636	0.24262414723679052	-0.30606233525162563	0.7595571847826108	0.9792337706593559
ENSG00000177398	11610.557736175368	-0.04867191578022561	0.16983821658988058	-0.2865781139103507	0.7744353744003076	0.9792337706593559
ENSG00000160298	6656.344534844905	0.04992748459723738	0.17614246036351439	0.28344945616292305	0.7768323215859624	0.9792337706593559
ENSG00000275895	7618.7067749683665	0.04562859718349204	0.1612401389333593	0.28298535020706217	0.7771880670440254	0.9792337706593559
ENSG00000275993	1763.494993246282	0.0908317511650483	0.3269659376707731	0.2778018768930853	0.7811644503222845	0.9792337706593559
ENSG00000159055	764.0783136071923	-0.0691900113326852	0.25467204294798296	-0.27168279066586565	0.7858659348043727	0.9792337706593559
ENSG00000243489	332.9929874562098	0.08114385147025244	0.3078961938583341	0.2635428858454401	0.7921321733136475	0.9792337706593559
ENSG00000171587	6596.98220506828	0.060336030867831146	0.23110722205979672	0.2610737575834813	0.7940356284755434	0.9792337706593559
ENSG00000183640	227.85023903039408	0.12382081830777693	0.4812890274425392	0.25726914857322364	0.7969710069377198	0.9792337706593559
ENSG00000188155	426.5202732564711	0.1047437875428432	0.40776191822979024	0.256874864620918	0.7972753747789152	0.9792337706593559
ENSG00000155304	1528.2082144715037	0.06396171137609694	0.2514764032749778	0.2543447836183571	0.7992292047343769	0.9792337706593559
ENSG00000160310	8954.451396712713	-0.047224346137060204	0.19199718327110518	-0.2459637445325339	0.805710298120613	0.9792337706593559
ENSG00000274391	3157.3904609556294	-0.05197119314388868	0.2136073420555699	-0.24330246630927316	0.807771093952212	0.9792337706593559
ENSG00000280071	3092.8274962291334	-0.04532716932222521	0.1867132381471974	-0.24276355427187787	0.8081885705441846	0.9792337706593559
ENSG00000160188	1849.9299620797153	-0.05648529666597702	0.24186444004022856	-0.23354113840208177	0.8153412287354691	0.9824909009131612
ENSG00000188992	1774.3624520351464	0.04781329503847957	0.21452511355873155	0.22287970972400628	0.8236291284983606	0.9824909009131612
ENSG00000160207	1140.271183919161	-0.07522369374264035	0.3383224722833728	-0.22234317819608015	0.8240467418610138	0.9824909009131612
ENSG00000175894	4869.1963146381895	-0.03756139413996546	0.17454872762158954	-0.21519145199039294	0.8296180551440819	0.9824909009131612
ENSG00000160224	3654.029771093038	-0.04580353416371914	0.21634413606202202	-0.21171608806900172	0.8323285361447741	0.9824909009131612
ENSG00000155313	7533.723006678141	-0.030835848263607524	0.18055508747951515	-0.17078360235684856	0.8643939230643004	0.9996978880034182
ENSG00000183570	7070.524887448719	0.02495702577025096	0.14874898772445935	0.16777946628101445	0.8667567770260808	0.9996978880034182
ENSG00000154719	1162.3760645122252	0.04043493380451906	0.2413347559981879	0.1675470805573594	0.8669396061105137	0.9996978880034182
ENSG00000160183	7266.085830562858	0.029163830634911233	0.17422112080245333	0.16739549430392917	0.8670588701820228	0.9996978880034182
ENSG00000185808	5102.293986335321	-0.028849707725175647	0.18424223286449415	-0.1565857473427058	0.8755713359430386	0.9996978880034182
ENSG00000274559	295.8464933418329	-0.05353760686114719	0.37090759833814974	-0.14434216797127442	0.8852302817068642	0.9996978880034182
ENSG00000160223	6147.8139484639	0.025863160269454052	0.19932571039462804	0.1297532577119619	0.896761645123546	0.9996978880034182
ENSG00000159216	12500.106119796226	0.02153374307921191	0.16659317271145396	0.12925945720782456	0.8971523507046721	0.9996978880034182
ENSG00000159147	6294.555006318943	-0.020395224775351672	0.16295170056574493	-0.1251611655757036	0.9003959608081177	0.9996978880034182
ENSG00000154723	1910.5429047959544	0.023942889550887865	0.21038985227012733	0.11380249233763756	0.9093943628315817	0.9996978880034182
ENSG00000154645	5057.028182596151	0.021699252388536826	0.1934858574916698	0.11214903595458417	0.9107052375623471	0.9996978880034182
ENSG00000182362	2088.3665975890744	0.019960499810397284	0.19233878410430308	0.10377782049185118	0.9173456680982078	0.9996978880034182
ENSG00000159200	10097.675350615926	-0.014073523343057276	0.14579609872066399	-0.0965288060966655	0.9231005967866517	0.9996978880034182
ENSG00000183844	2316.7957116288626	-0.01715037334700886	0.2003926277233912	-0.08558385376672692	0.9317972341879744	0.9996978880034182
ENSG00000186967	120.43513345279743	0.049121937494093756	0.5768171311610704	0.08516033044167155	0.9321339276918016	0.9996978880034182
ENSG00000240432	237.67405731407953	-0.03080102723134343	0.49083497069728677	-0.06275230794494344	0.9499637437189431	0.9996978880034182
ENSG00000173638	6130.474907809356	-0.01003504690301815	0.17111440916726925	-0.05864524765537778	0.9532346702606977	0.9996978880034182
ENSG00000182591	347.96879468229594	-0.025099368818595525	0.49683041570383873	-0.05051898600660007	0.9597088200760869	0.9996978880034182
ENSG00000159256	5086.771806826153	-0.008345902886881203	0.16921417324364657	-0.04932153570176524	0.9606630573934649	0.9996978880034182
ENSG00000157601	8048.976360491126	-0.007631783706600886	0.16515021356602702	-0.046211164622864384	0.9631419439001687	0.9996978880034182
ENSG00000160181	592.3779059438396	-0.010813970041628734	0.2549546747991567	-0.04241526479225202	0.9661676597556418	0.9996978880034182
ENSG00000185917	9663.577137097145	-0.005407388552720888	0.1485067250785081	-0.03641174195890638	0.970954051659595	0.9996978880034182
ENSG00000221864	258.37479169531434	-0.01619370776271342	0.4826466084530304	-0.033551893826866776	0.9732344838129177	0.9996978880034182
ENSG00000206105	76.8419073011638	0.01909784791310217	0.6153962571593063	0.031033415772235274	0.975242890566966	0.9996978880034182
ENSG00000160199	5900.199943861232	0.005092658554930404	0.16521940916882755	0.030823609529595456	0.9754102116818589	0.9996978880034182
ENSG00000156304	5676.574152083821	-0.005134698288936531	0.16929486877657995	-0.0303299109184038	0.975803942077588	0.9996978880034182
ENSG00000187175	210.51061209542254	-0.014160610052520374	0.48151662711413035	-0.02940835114539874	0.9765389124357822	0.9996978880034182
ENSG00000198743	4395.226076901918	-0.015355882706781952	0.531365146431615	-0.02889892724410784	0.9769452012009868	0.9996978880034182
ENSG00000184012	4755.7325744204	-0.003989596392987553	0.181293435602519	-0.022006292614668275	0.982442935973815	0.9996978880034182
ENSG00000154654	4964.650660767176	0.0037202283088478374	0.22146304071940742	0.016798416100325057	0.9865974334884284	0.9996978880034182
ENSG00000185272	2696.8915328249595	0.0020665869107979475	0.18973250824769367	0.010892107682991474	0.9913095272822098	0.9996978880034182
