UniqueCount	AmbigCount
34	597
0	4299
11	860
22	4718
418	2548
51	4122
301	1828
69	3258
127	0
48	43
14	1948
78	1732
108	1392
57	1360
33	1014
124	1172
57	1278
71	95
204	1361
430	515
65	514
44	204
0	2970
950	4911
0	4700
50	232
40	3992
53	1910
0	1518
0	1882
80	1162
0	755
45	5855
112	1547
170	888
110	2188
33	679
151	2029
28	322
63	941
449	1042
72	1042
45	0
1067	295
37	295
181	2484
289	822
52	2634
80	1291
69	2574
326	1
136	115
113	1760
40	58
127	138
16	1515
64	342
129	507
139	0
138	66
174	21
193	1707
30	1343
0	1695
63	1319
20	8293
130	8238
43	8250
284	7979
111	3
354	0
63	52
212	779
529	3891
165	718
146	51
17	722
94	2270
18	2085
45	1749
279	1
230	1023
151	896
248	15154
179	131
68	4733
205	11126
9	15250
600	10316
97	106
0	10297
136	1694
306	8
121	4
0	1599
143	1208
0	1111
0	1311
11	1880
176	3493
0	2442
104	1133
0	2323
316	0
196	3406
84	4165
34	4319
1	5309
54	3694
42	1610
64	2206
0	3797
118	3830
45	2942
107	836
69	270
127	647
18	3733
0	2826
144	792
57	3390
106	2351
53	144
61	616
207	440
0	688
240	4023
0	2986
79	4082
68	1473
99	433
135	56
36	1390
27	1414
175	106
63	1071
225	1230
159	209
372	0
184	0
37	11303
180	774
54	538
1908	14073
0	12487
131	12801
0	13705
0	12711
0	10669
0	11701
88	321
42	2246
0	8322
292	0
112	7330
156	1166
109	68
42	1186
63	1209
368	0
75	518
106	72
6	122
0	1393
47	1326
0	2183
0	1340
31	744
0	2130
71	706
76	73
81	291
66	253
955	851
71	747
84	128
105	96
119	80
142	112
16	389
56	0
71	244
23	1330
150	1268
84	1366
1089	2008
56	1992
2778	0
378	0
7	1854
0	1499
1	1056
16	960
0	1538
0	1087
0	595
1	6233
0	6201
44	5870
6	6357
0	6175
28	1728
2	1064
65	974
510	87
108	0
48	7117
0	7242
0	7247
379	7072
74	7257
100	7231
121	7060
16	7055
0	7201
111	7141
46	775
441	240
133	84
77	1492
42	1492
0	7658
17	6789
181	6802
52	2097
75	2012
62	159
61	2164
483	1
34	978
158	0
105	367
240	237
38	57
45	0
163	0
868	0
166	235
284	6190
69	4628
115	6566
23	5812
579	2925
93	443
15	3267
17	2753
38	3169
42	2668
7	1940
3	1770
44	918
49	1380
26	659
357	0
238	290
21	862
152	1402
127	1328
245	703
45	723
526	0
123	255
2368	1007
19	133
605	619
225	471
0	4046
17	3895
100	0
276	71
91	99
197	1193
99	1054
38	1170
93	696
128	898
88	748
1208	350
210	341
88	9
39	1688
94	1877
46	1871
7	1812
86	1812
145	0
277	514
469	1902
667	1902
29	1260
247	0
42	6323
52	6324
324	5803
117	291
82	470
99	450
123	298
21	1334
19	1262
116	1334
1788	2803
13	2949
80	729
21	1138
18	1144
139	1077
129	99
198	247
35	2020
31	13138
86	12664
0	8572
55	12380
0	23491
57	2027
47	4569
97	1898
10	7288
787	2282
535	23638
184	1110
0	24623
64	23569
104	314
88	1
371	20547
58	1586
110	1691
136	1813
128	5435
67	1382
32	1938
150	948
663	2068
0	3833
487	3319
43	849
98	1084
40	1227
112	994
166	0
60	515
128	532
95	30
132	612
53	612
104	9986
111	11365
53	16100
83	12995
0	12672
82	16205
43	12608
55	880
1	2144
3	13002
0	18653
6696	18211
74	62
35	6603
11	8760
273	6658
110	6931
19	8446
319	908
519	738
101	3909
6	3643
30	7482
1133	1623
6091	1493
67	1493
207	0
24	597
45	891
47	774
34	477
10	255
6	134
59	169
17	6787
68	5875
44	479
7	1518
2586	6303
110	225
177	151
34	5758
70	5308
40	2236
0	6222
21	6345
55	1400
26	767
0	12029
0	11812
12	12271
44	11011
0	12399
0	12697
0	12247
0	12512
36	3738
38	4697
109	2197
78	2182
2	2750
264	2699
49	1098
975	7
75	2284
46	2287
427	443
34	649
740	1336
172	637
81	856
27	749
87	796
1530	13295
80	8889
1623	13678
165	13716
62	393
72	1933
281	897
40	3204
70	3415
40	3457
61	3621
61	3796
226	0
654	752
301	463
116	0
12	3009
455	3938
83	3414
38	2887
55	3614
15	2258
91	1812
19	1762
146	1882
79	1565
123	1183
33	1566
38	535
78	1055
52	200
1	332
30	541
17	367
157	190
88	271
48	2108
45	3233
53	3388
40	4171
0	4171
153	1244
107	2680
437	2951
104	268
0	332
46	2483
47	1385
48	3640
145	0
117	411
51	3803
20	2165
182	1691
188	709
205	507
76	257
480	102
2	496
74	23
84	2049
116	2909
1	4068
22	4948
0	5079
35	1551
94	142
178	2630
52	1009
33	753
157	225
16	1600
109	404
44	1290
54	618
158	689
0	1305
82	589
121	773
220	700
28	574
46	518
464	0
21	1674
6	1400
63	561
88	615
24	1154
105	1685
0	946
56	6
26	316
4863	4603
394	0
71	4604
95	4605
31	4602
3	4285
222	350
51	273
265	77
152	529
202	452
117	509
91	427
864	5449
6	5449
63	4777
0	4072
120	3518
2286	3415
136	191
88	1170
80	942
37	3058
10	1409
18	1202
69	0
537	958
231	276
93	1258
54	1258
53	985
33	1258
203	2334
36	499
167	487
124	16
2430	16
202	3
101	510
445	1826
31	598
174	104
14	322
1229	107
312	970
54	628
118	139
213	6051
48	1151
47	240
142	4928
13	5382
33	1404
52	70
15	1338
1	632
942	74
84	0
183	4181
99	3546
192	0
121	319
85	78
17	3669
47	3565
156	264
0	2329
81	2200
153	42
102	548
1024	0
5	125
119	155
98	76
103	1530
31	1530
126	5110
1261	6396
20	12443
73	14351
102	13356
66	14150
0	14638
0	13084
0	12443
0	10107
121	254
53	434
36	1177
68	263
101	931
36	462
7	7119
8	9853
270	9748
401	6283
10	7512
471	2332
156	908
85	0
42	6012
0	6743
53	5771
27	5650
66	367
231	268
110	10
188	116
0	9472
105	9203
0	9408
0	9139
148	2370
119	2262
77	1409
107	1705
93	2378
42	2069
178	305
22	232
41	3962
180	159
64	7880
144	7879
43	7842
110	1076
0	8103
0	7961
118	7842
270	7039
139	6496
52	868
234	1560
579	286
6	326
22	326
68	148
85	368
57	316
210	323
198	0
9	4970
0	5064
304	5107
470	2695
17	4355
245	4655
290	4633
52	2390
66	210
19	1169
9	3954
136	598
184	3687
240	540
244	930
171	3779
103	3412
580	3725
498	521
40	713
34	529
720	1
69	74
48	1837
201	0
218	229
254	1924
285	36
168	0
113	68
132	952
9	227
22	11614
100	11637
41	11904
52	11598
171	69
42	11198
23	9862
27	11642
43	11190
37	11507
22	11385
39	11014
33	11698
53	11048
0	11853
61	11141
86	10954
21	10932
13	9855
19	11186
19	10984
13	11335
22	2397
34	10046
650	8374
94	89
55	1795
139	2657
6	2729
14	2646
61	989
9	819
93	392
283	1799
89	1807
1398	19
47	951
4	6811
235	6444
76	256
535	636
102	0
0	2170
207	586
76	476
93	109
191	30
20	877
23	7884
0	9135
0	9583
0	8359
6	9503
0	1017
167	1828
313	2237
0	1250
92	1961
106	871
184	7
115	1850
41	1662
26	1242
116	1031
436	0
0	3468
1	3156
4	4826
0	4561
0	7054
12	3664
39	4029
0	4673
24	1776
153	4010
0	604
11	1804
214	1667
0	827
32	1338
0	1783
124	3213
150	0
51	407
227	170
50	384
293	600
157	600
524	2961
195	2961
130	2869
50	7628
2	8577
107	889
144	1
168	307
92	0
79	1425
150	2844
64	230
145	1865
17	1098
0	2750
24	1200
29	8073
53	2227
119	2020
106	1314
101	193
20	2876
74	2888
16	3215
967	3199
39	164
44	3185
57	361
146	201
150	0
31	3093
23	2839
42	8771
256	0
66	241
15	7107
17	7107
56	655
283	8689
43	8168
29	1966
138	4
143	733
88	1964
117	808
0	4966
35	3074
62	310
563	2253
118	371
345	953
128	10508
104	7839
72	249
167	174
506	7556
7	835
0	719
34	781
74	751
128	416
0	6042
24	3972
114	265
25	546
37	4464
2	740
41	460
3	4051
564	381
333	922
387	2230
10	2033
0	1243
15	1437
0	2827
0	1401
656	380
57	374
47	1051
492	890
90	12
342	0
4	1889
700	4847
385	4549
0	3856
74	295
211	1445
0	1641
161	968
342	1721
207	1220
140	1325
50	678
7	1045
3	5872
365	6001
73	1208
570	6187
0	78
45	744
188	6158
0	4565
58	1135
0	4359
0	5022
22	1207
320	1069
44	518
122	924
667	820
48	1224
0	1211
95	64
25	9699
42	472
70	9699
147	8164
51	8932
32	8822
54	3097
128	1160
1408	0
0	2721
2	2721
27	2059
105	1415
436	0
307	53
115	53
582	0
143	588
298	458
91	21
207	0
281	279
642	139
157	0
187	133
79	32
84	101
415	147
556	0
268	0
184	0
266	0
211	0
393	0
51	0
241	2438
535	1983
35	924
80	910
191	588
26	646
140	267
72	318
293	183
36	150
103	0
681	0
132	1943
5	2156
161	2176
19	2043
155	3
126	176
93	2783
23	3179
158	2765
103	281
89	15
73	122
104	46
60	6193
22	10061
37	10062
135	8534
567	9555
34	10083
84	10551
53	9852
0	10520
169	1025
1	2870
238	210
59	1170
26	1092
16	864
84	500
106	351
126	266
46	396
205	65
24	157
107	114
77	281
67	164
97	850
21	1091
155	464
60	582
65	239
302	72
680	153
0	9558
75	9303
0	9438
0	9558
88	6454
0	10206
18	924
66	73
0	28
0	8861
0	9642
319	49
60	46
296	5475
392	6349
0	6920
0	6430
284	6056
0	5123
32	574
0	683
0	363
258	1021
109	1598
161	1119
21	859
102	616
59	7357
142	7731
235	7731
43	4924
162	431
62	890
306	1351
900	777
80	2732
194	0
31	1705
85	130
502	2960
180	2579
61	2093
25	832
0	865
254	0
98	86
327	0
93	3692
95	0
160	8
88	743
15	526
109	638
98	281
164	412
304	29
130	3193
7	3844
41	3323
0	2528
128	0
261	249
43	0
22	2764
0	2016
68	1138
39	452
69	3578
104	2991
78	0
150	0
111	622
20	2271
16	1034
437	3115
0	3711
143	521
5	3659
32	3338
82	0
212	118
74	390
32	120
78	615
184	2702
85	3086
37	2938
64	127
0	3161
75	2660
96	279
200	92
95	0
82	0
94	945
500	945
108	3193
130	1535
144	5226
116	283
22	5011
1	3399
103	2871
45	0
0	1257
42	984
76	193
4	10015
88	5312
312	6714
438	6573
66	10015
6	961
109	317
86	2
171	231
34	2
8	1119
0	992
108	444
0	1361
63	539
75	153
89	1202
67	1000
114	975
294	2241
72	1335
146	4821
0	4616
177	3085
48	3865
24	717
237	2674
187	2678
282	8962
103	897
100	8737
57	618
18	521
78	484
66	614
230	0
37	11196
38	6259
68	5777
0	6345
96	11559
18	4012
214	4504
777	1387
307	958
632	361
142	3855
75	3780
52	486
129	412
241	122
224	5365
112	4850
37	4508
0	5589
52	3063
171	5270
367	2998
0	3232
39	4561
108	3298
71	3123
2	3604
36	1417
81	825
212	267
769	1730
